mt_main_poi_id	mt_poi_cate2_id	mt_poi_cate3_id	poi_name
93099896	2164	2051	有家鱼饭馆
93099911	255	258	路增昌鲜菜批发
93099921	184	2124	Ｄａｂｂｌｅ
93099941	201	244	金利牛筋煲猪筋煲火锅城
93099951	303	303	大碗饸烙面
93099961	315	383	特色烤肉拌饭（正大商业街）
93099996	257	666	郑波鲜肉店
93100001	184	2124	食园饭庄
93100061	257	666	玉波蔬菜直销行
93100081	23	2042	浅野屋
93100126	184	2124	欧飞水产调味批零
93100151	308	245	宝翔欧新加坡卤肉坊
93100176	229	2002	叶记老谢酸菜鱼土菜馆
93100201	23	2042	味の時計台 
93100301	10	11	味美哒可丽饼
93100381	249	12	红木屋蛋糕坊（桥头提货点）
93100386	10	11	多客餐饮（宝龙店）
93100431	184	2124	信阳小馆子
93100456	184	236	Horaiken
93100511	184	2124	Lounge Aquamarine
93100536	10	183	舜食坊木桶饭木桶面自选快餐
93100581	10	11	飞记小食堂
93100586	10	2109	忆秦园（昆城广场店）
93100601	30	1911	香林园饭店
93100631	10	2109	藏家小吃店
93100641	255	258	小叶机电商行
93100691	257	667	兴泽菜果店
93100706	10	1943	肥姨馒头店
93100721	184	2124	泉阳大杂庄
93100746	23	2042	鮨飛脚魚房一・武東店
93100756	10	251	一碗粥
93100786	10	11	168汤包
93100791	257	666	南洋水产批发
93100846	184	2124	月光排挡
93100856	229	2003	烧鸡酒家
93100896	184	2124	3号公车
93100926	184	2124	温氏牛奶
93101006	10	183	镇江锅盖面
93101016	255	258	龙记海味
93101051	229	2003	重庆小厨
93101061	184	2124	Asahi Beer Oyamazaki villa
93101066	30	1911	盛威饭店
93101071	255	258	狐井屋
93101091	10	2109	鲜鲜爽口早晚点
93101096	2165	13	天冰冰淇淋
93101106	315	383	长子夜宵烧烤
93101191	10	183	山野菜杂面条
93101231	10	2109	黄金脆皮玉米（商丘总店）
93101241	23	2042	中松屋旅館
93101246	10	1943	庆元包子
93101301	249	179	Mister Donut, Yabase Paburi Shop
93101316	184	2124	芦ノ牧ドライブイン
93101326	2166	35	云南过桥米线
93101331	184	2124	上味人家
93101336	315	383	聚朋烧烤
93101356	10	11	银座食堂
93101376	10	2109	みんみんラーメン本店
93101386	315	220	那坡老字号妈贵烧烤店
93101391	255	258	玉季春
93101411	10	1952	林长海全羊
93101416	10	2082	老李饺子馆
93101451	184	2124	島洋商会
93101501	2164	2045	川乡味家常菜
93101521	10	1948	百士莱酸辣粉
93101546	315	383	Ushikoi
93101561	201	241	翻滚石锅鱼
93101601	10	2109	英福冻粑铺
93101631	10	1951	三毛米线
93101636	249	12	多喜多爱（墨河店）
93101656	249	12	美味全牛火锅
93101666	201	1923	叫个牛郎
93101681	255	258	土货进城
93101686	10	183	正宗米线面精
93101696	229	2003	麻辣元素
93101706	184	2124	南京鸭店
93101711	10	183	朵儿小屋
93101736	2164	2046	明洁农家摊馍
93101741	184	2124	百味餐馆
93101751	257	667	红星粮贸
93101786	2165	2110	B果燃
93101801	10	183	浩弟粿条面
93101816	10	2109	清真永富餐馆
93101821	10	1949	桂在香知桂林米粉（乐松店）
93101846	249	179	楼
93101871	184	236	王老四徐州菜馆（农场店）
93101881	2164	2051	红霞清真饭馆
93101891	10	11	肌动健康餐
93101906	30	1911	隆起饭店
93101951	10	183	牛牛面馆
93101956	10	11	轰炸鸡（高德路店）
93101996	10	1949	稻米先生（窑头路店）
93102011	249	179	零度糖水吧
93102051	2165	1988	菲林咖啡厅
93102066	30	1911	将咏饭店
93102096	10	183	龙记面食馆
93102121	229	2032	犀牛烤鱼
93102131	249	179	香飘甜美饮吧
93102171	23	2042	Hamburg no mise Bea
93102186	10	183	正宗兰州红福拉面（汽车站店）
93102216	30	1911	锡祥饭店
93102221	23	2042	すし道楽海斗
93102246	315	383	烧烤地带
93102271	184	2124	山西铸铁井盖（济南总代理）
93102291	30	1914	婆妈家精致淮扬菜
93102296	229	2003	品味轩
93102306	10	11	快餐炒菜烤肉拌饭
93102311	10	2109	川香菜庄小吃
93102316	184	236	爱琴海假日酒店餐饮部
93102331	23	2042	Teppei Syokudo
93102356	10	2083	十年骨汤馄饨
93102386	2166	35	昔临苑
93102401	2164	2052	麦可基中西餐厅（芦溪店）
93102421	255	258	三栄食品
93102431	257	667	大碗厨小五干菜海鲜批发
93102451	230	230	大榕树湘菜馆
93102471	10	1961	家加吉炸酱面
93102476	184	2124	リカー＆フーズかわの
93102491	230	230	衡东土菜馆
93102551	257	665	明明水果土特产
93102556	184	2124	Jankenpon
93102566	201	244	海底捞火锅(江桥万达店)
93102576	10	11	鲍记桐乡面馆
93102621	10	183	白家特色家常面
93102626	2164	2046	农家大院
93102631	2164	2045	丹凤家常菜
93102636	229	2003	道道香土菜馆
93102666	10	2109	老董家米线
93102691	184	236	Jade Garden Sea Food Chinese Restaurant
93102696	2164	2046	润富土菜馆
93102711	30	1998	城星酒店（汉宫姜母鸭）
93102756	184	2124	Yamashirotei
93102786	249	179	宮田製菓
93102806	10	1946	豆腐巷螺蛳粉
93102816	184	2124	Shimakaze
93102826	2164	2045	馨悦家常菜
93102841	229	2001	小聚生活（月亮湾店）
93102886	10	2083	满宝馄钝
93102891	10	1950	瑶家过桥米线
93102946	184	2124	深水埗（城南店）
93102986	249	179	优品烘培
93102991	184	2124	闺蜜小烧（松坪山店）
93103011	10	2109	老淮安特色面点
93103016	315	383	泰岳筛网
93103081	184	236	结巴全驴宴
93103086	175	2004	河南骨汤炖锅
93103146	10	11	筷味客快餐
93103176	10	11	韩味坊
93103186	2165	2110	koko茶饮（沁水店）
93103241	184	2124	咖喱咖喱149
93103266	10	2090	老友熟菜
93103301	257	666	宜佳蔬菜菜店
93103346	184	2124	Wa Sosaku Gourmet House Momotaro
93103351	249	179	焼きたてパンサヴァ
93103356	201	1922	辣缘
93103376	184	236	海印食府
93103391	255	258	悠百佳量贩零食连锁
93103411	30	1911	丰收饭店
93103416	10	2109	魏康夹肉饼
93103436	10	1943	刘家快餐包子铺
93103446	10	11	阿香婆拌面
93103476	10	1948	阿越傳奇酸辣粉
93103486	30	1911	祥和润饭店
93103496	10	2109	原味面馆
93103531	184	236	めん吉セルフうどん
93103566	230	230	聚湘缘食府
93103606	201	244	朋成火锅
93103611	10	2109	瑶瑶的小店
93103621	2164	2045	福满园
93103631	10	2109	闫家烧饼店
93103656	10	2109	缙云开心早点
93103666	309	1848	贝克汉堡
93103676	24	24	韓国料理こころ
93103691	10	11	一品轩黄焖鸡米饭
93103701	10	183	四川面馆
93103711	255	660	姐妹食杂店
93103786	23	2042	寄り道
93103791	10	11	辣扁担重庆小面
93103836	2165	2110	冰雪童话
93103846	10	1976	武汉热干面
93103926	257	666	胡记生鲜超市
93103936	10	1943	谷味蒸包子店
93103956	2164	2046	乡村鱼
93103966	184	2124	海鮮居酒屋松竹
93103971	10	11	苏南老卤面
93104001	2163	9	威海海鲜
93104016	2165	1988	坐坐咖啡屋
93104021	10	11	梦滋味美食
93104026	10	1950	满街香过桥米线（乐天店）
93104046	2165	1988	幕葵新饮品·咖啡店
93104056	10	2087	麻辣烫
93104066	10	11	传统老面破稣包
93104081	10	11	阿农烤饺
93104101	184	236	南京城市职业学院食堂
93104106	23	2042	Hiko-zushi
93104156	184	2124	殷牛超市
93104166	184	2124	客来顺饸饹馆
93104206	184	2124	Himeji
93104246	10	2109	商厦小吃
93104261	10	11	全天烧麦园
93104291	10	2109	愤怒大鱿鱼
93104306	23	2042	あずま寿司
93104321	30	1911	鑫香苑饭店
93104341	255	258	奥久慈こんにゃく
93104346	249	12	德哥蛋糕屋
93104371	2164	2046	阿彩土菜馆
93104391	2162	2162	陆强农家炖菜馆
93104411	30	1911	梅蘭 中之島フェスティバルプラザ店
93104436	10	2088	山东分割烤全羊龙虾
93104506	30	1911	忘记饭店
93104516	10	11	老牛家快餐城
93104561	10	2109	蜜秘鸡地（花苑街店）
93104571	10	2109	秋兰小吃
93104586	10	183	咖面
93104591	24	24	贡包广式点心专门店
93104606	10	11	小吃一斤
93104671	306	306	陕西凉皮店（关圣街）
93104691	10	2109	台湾炸鸡（秋林总店）
93104706	10	1949	唐成凤家米粉店
93104721	10	11	港式捞饭鲍汁坊
93104731	10	1943	八比香特色包子
93104736	201	244	姐妹火锅店
93104746	10	2109	毕老大馅饼铺
93104756	24	24	韩味居狗肉鲜
93104796	10	11	东阳小厨房
93104801	249	1900	熊熊甜品店
93104816	184	2124	The Soupery
93104821	10	2109	胖胖掉渣饼
93104831	10	1966	李记纯手工自制凉皮（万客隆店）
93104836	10	11	双飞阁美食
93104866	10	11	金陵饭店
93104881	10	2109	大烤牌早餐店
93104901	255	258	爱梅食品店
93104926	174	2058	姐姐陕西小吃
93104986	10	2109	卡之乐薯一派
93105001	10	1966	李大姐川味麻辣烫凉皮（重华街）
93105021	10	183	长垣特色面馆
93105031	309	20	BEAR’S GRILL
93105066	10	2087	阿业麻辣串
93105086	10	1966	王家擀面皮
93105116	23	2042	川又食堂
93105191	2165	2110	遇缘饮品
93105211	30	1911	阿辉饭店
93105241	23	2042	すず樹
93105256	319	2120	西关烧腊
93105296	30	1998	美味源农家土菜
93105301	10	2109	洛伊之恋
93105311	184	2124	山家損保サービス
93105316	23	2042	松屋洋品店
93105366	10	2109	喜旺食品
93105451	10	2017	如意餐厅
93105511	23	2042	びっくりドンキー衣山店
93105516	309	26	豪牛先生（王港店）
93105571	30	1911	小李饭店
93105576	184	2124	ココット
93105581	23	2042	喰処はるかぜ
93105611	10	1952	莱芜全羊汤
93105626	230	230	小二上菜
93105631	184	2124	福源一口猪
93105661	249	179	阮小傅糕饼店
93105676	175	2007	贰拾圆骨头居
93105686	309	26	佐客牛排
93105691	249	12	纽罗宾手工烘焙工坊
93105736	315	383	小星海鲜烧烤
93105751	184	236	迪亚尔饭食
93105796	10	1951	骨骨香秘方排骨饭米线
93105801	184	2124	黄文水产商行
93105806	184	2124	Ajidokoro Takiya
93105811	2164	120	泓语轩方庄肉饼私房菜
93105821	10	2087	爱情麻辣烫
93105846	202	8	枫火林涮烤
93105861	30	1911	铁记饭店
93105881	10	2109	正新鸡排（绿地瀛海店）
93105891	10	11	德克士（光彩路京港城店）
93105916	201	244	虾之道（杨镇店）
93105936	184	2124	Roppongi Satin Doll
93106021	10	1949	郁山毛五米粉
93106036	2165	13	赫雪冰淇淋（佳必顺批发望州店）
93106051	10	183	金华手工拉面
93106076	10	11	农家野味小吃
93106086	10	2087	喔屋麻辣之翼
93106091	2163	9	鱼非鱼（西湖文化广场店）
93106101	23	2042	Pizza Bar Kutsurogiya
93106106	10	2109	如意炸鸡腿
93106126	2164	2046	胜龙农庄
93106136	10	183	老麻面馆（牛头崖分店）
93106151	255	258	中村
93106161	184	2124	徐姐甜皮鸭（于庄店）
93106181	249	179	蛋糕世界（大朗店）
93106186	10	2109	美璨朝族饭店
93106216	2163	9	chao大龍虾
93106266	10	1952	羊肉鲜汤
93106281	184	2124	Pen Smoothies and Food
93106291	10	2019	金记三宝胡辣汤（康复总店）
93106296	10	2109	保定正宗驴肉火烧
93106301	230	230	胖子香菜馆
93106321	184	236	夜味炔
93106341	249	12	刘氏烘焙
93106351	10	11	喵喵小屋
93106356	23	2042	Ittoku Rikyu
93106361	175	2007	19元大盘菜
93106381	229	2003	老张家川菜
93106391	2166	35	高压油管
93106406	255	258	台湾休闲食品全国总经销
93106421	184	2124	Kurobei
93106426	319	2121	金田园中餐厅
93106436	184	2124	Bistro Igurekku
93106441	10	183	好面道
93106506	10	1943	佳佳旺包子店
93106511	10	11	郏县鲜汤饸饹面
93106516	184	2124	老北方羊头汤
93106551	184	2124	梦霜农家园
93106561	249	12	京味蛋糕
93106566	2165	2113	娘娘千岁鲜炖燕窝
93106586	2166	35	傣乡缘
93106601	184	2123	Talay restaurant
93106641	201	244	华宇特色羊肉火锅店
93106661	10	2109	精品小吃
93106666	184	2124	团聚烙锅
93106681	257	667	桂金粮油商行
93106711	255	258	晓曹粮油杂货店
93106716	10	1950	云南过桥米线
93106726	10	2109	羊羊饸饹冲汤
93106731	2164	2046	金德土菜馆
93106751	10	1974	回族人家烧烤烩面
93106766	184	236	逸香源家菜馆
93106771	10	2109	回家小吃
93106796	2164	2047	御厨豆腐坊
93106831	23	2042	そば処柚子
93106846	309	1940	小西厨房
93106871	202	210	兄弟鱼府
93106891	23	2042	ヤスラギ
93106906	249	179	吉事果
93106951	2165	1988	拾年
93106991	10	2109	莫大鲜粉
93106996	23	2042	Nanadaime Wakamatsuya
93107006	184	2124	永楽
93107016	23	2042	Torihodai
93107021	184	2124	北京香磨五谷（河东店）
93107026	249	12	芭比颂（金色华府店）
93107036	30	1911	英顺饭店
93107081	30	1911	家源饭店
93107131	30	1911	圣水湾酒店
93107196	23	2042	うぐいす
93107201	255	258	欣润茶业有限公司
93107221	184	2124	喫茶茶々
93107261	10	183	添金面馆
93107266	23	2042	Fujimi Sushi
93107281	184	236	朋友聚食坊
93107306	2165	13	雪皇迪雪糕批发部
93107316	257	665	祺祺果蔬店
93107321	23	2042	暖家
93107326	184	2124	金龙山庄
93107331	24	24	Don Jon
93107396	10	2109	郑州孙记米线
93107411	10	11	华品炖罐店
93107421	10	1977	浩记猪扒包
93107441	10	1952	海南东山羊庄（龙华店）
93107491	184	2124	ＭＯＩ
93107506	23	2042	Nagoya restaurant
93107511	257	666	小农哥生鲜直营店
93107521	10	183	燊福记面馆
93107576	10	11	伟源煲仔饭·竹筒饭
93107596	10	183	田园面馆
93107601	201	244	喜羊羊伊兰阁
93107606	10	2087	福顺麻辣拌
93107746	10	2109	杂味壹碗
93107751	10	2109	周氏黑鸭
93107781	201	244	霞美彩瓦
93107796	10	183	晋兴园山西风味面馆
93107806	10	11	乡村美食店
93107811	10	2109	植物海娜粉
93107821	229	2003	颜铭饭馆
93107976	315	383	夜蛊音乐餐厅
93107996	10	2109	成都小吃
93108011	255	258	陈浩粮店
93108021	184	236	惠琴餐厅
93108046	10	1960	老北京虎皮饽饽
93108081	10	2109	晋江牛肉馆（女人街店）
93108096	10	183	有间面馆
93108116	184	2124	Ramen Chuka Ichiryu
93108146	30	1911	天字街饭店
93108186	10	183	成都杂酱面馆
93108221	175	2006	谢记酱骨头
93108226	10	2109	MeetMeat秘制肉卷饼
93108266	249	179	原岡餅生菓子店
93108296	298	298	实惠饭店
93108301	184	2124	Chikuchikuya JR Osakaekimae
93108306	10	11	可丽小姐
93108311	10	11	津津有味牛肉面
93108356	10	11	老牌蒸菜
93108361	10	11	凤之源卤食坊
93108391	10	2109	道口羊汤
93108411	10	1942	名记美食坊灌汤包
93108431	257	665	每天惠水果超市
93108441	10	1952	戚记羊肉汤（阮巷店）
93108461	249	12	麦甜蛋糕（勿忘我蛋糕店）
93108471	10	11	一品堂
93108486	202	8	传世骨味鲜大骨头自助
93108546	184	2124	津軽
93108561	10	11	大老碗油泼面
93108566	184	2124	俭朴寨辣子鸡酸辣鱼
93108576	175	2007	盘盘香老菜馆
93108591	23	2042	かくじゅう
93108636	249	12	广东富华名门（孟州专卖店）
93108641	257	665	山东果业
93108651	10	11	潘记小菜
93108661	10	2109	王记鸭脖
93108696	201	244	258吊锅
93108716	184	2124	旬鮮料理創
93108731	10	2109	叶叶鲜小吃店
93108736	10	1953	淮南牛肉汤
93108766	2165	1988	Oasis Cafe
93108801	309	1848	乐天利（九老加山店）
93108821	235	235	太和板面大盘鸡
93108861	24	24	安客葱鸡
93108881	10	1972	港盛牛杂三宝
93108891	10	2090	好味来特色熟食
93108906	10	183	印象面馆
93108916	2164	2045	龙凤家常菜
93108961	257	665	孙大大水果洋行（新芜路店）
93108986	23	2042	克益
93109011	10	1946	螺蛳粉（五洲康城店）
93109016	10	2088	忆虾缘
93109031	23	2042	さわ
93109041	10	11	相家美食廣場
93109051	228	228	十里香炒鸡
93109061	230	230	馨香园（涟源店）
93109091	315	383	瑞晟筛网
93109151	257	667	伟林粮行
93109161	184	236	吉缘饭庄
93109206	10	2090	老头王熟食
93109236	175	2007	开门红东北老菜坊
93109281	2164	120	黄家私房菜
93109286	10	2090	开封豫興老店
93109291	184	2124	幸楽苑入間店
93109301	24	24	美石记石锅拌饭店
93109346	10	2109	柠都小吃
93109351	10	183	朱记特色粉面馆
93109366	249	179	汉密哈顿烘培
93109376	184	2124	宮たこ真岡店
93109421	23	2042	横浜下町食堂
93109426	201	244	韩三火锅（本店羊肉傲视海伦）
93109451	184	2124	华军菜馆
93109456	10	2083	可以夜宵
93109461	298	298	农家乐瓦罐煨汤
93109471	201	244	阳阳火锅店
93109481	257	667	陈家水果批发
93109486	2165	2110	青轻休闲吧
93109511	184	2124	新南达电缆
93109516	2165	2113	大鼻子
93109521	10	1942	乐开口汤包（黄渡店）
93109531	10	2021	一街香烤鲜城
93109546	184	2124	壹鼎赞
93109586	2164	2045	戴家家常馆
93109661	2164	2045	李妹实惠家常菜馆
93109666	315	220	鸿运烧烤
93109671	201	153	阿婆串串香
93109676	2164	2051	祥盛斋稍美馆
93109721	184	2124	SEAFOOD MUANGTHAT
93109726	10	11	煲仔之都
93109731	184	2124	お魚料理 うおせい
93109736	2165	2110	缤纷时光奶茶
93109761	235	235	鑫隆大盘鸡拌面
93109776	184	2124	Ｐｉｔｋａ
93109781	2165	13	优蜜冻酸奶（七宝宝龙城市广场店）
93109806	10	1943	口留香
93109811	249	179	万利达蛋糕房
93109816	10	11	豆豆越香
93109836	184	236	圣城人家特色餐厅
93109841	30	1911	振殿饭店
93109856	255	258	天一米店
93109861	27	1994	442号院
93109871	10	1961	老北京炸酱面
93109881	201	241	诺水鱼火锅
93109921	10	11	滋味馆
93109931	175	2007	东方大院（南门）
93109936	10	2083	如意馄饨（华懋店）
93109996	249	179	Mister Donut
93110001	10	11	烤串快捷服务
93110011	184	2124	霸王串串香火锅
93110016	319	2120	尚味烧腊饭
93110061	229	2001	天府香辣虾
93110111	249	256	缤果西点
93110121	309	1939	星贝壳比萨（湖滨银泰店）
93110136	184	236	云上舞坊
93110156	10	11	五谷鸭
93110171	10	2085	香食阁
93110191	10	251	叶记砂锅粥
93110196	249	1900	赛拉维（金辉店）
93110206	2165	2110	爽一杯奶茶
93110221	10	1943	贾包子红烧牛肉面
93110246	257	667	陈国辉干杂
93110251	257	665	mm水果店
93110266	10	2084	滋味楼大排档
93110316	10	2090	方燕猪蹄
93110321	228	228	张庆家常菜馆
93110346	23	2042	どんまい
93110361	10	2094	殷记豆腐脑
93110371	10	183	西关牛肉面
93110421	257	667	健民奶站
93110446	315	383	奥尔良烤鸡翅（费家村店）
93110471	315	383	纬一路聪辉烧烤
93110476	2164	120	小飞哥私房菜
93110481	23	2042	ゆり音
93110496	10	1977	沧江古味
93110501	228	228	福乐老菜馆
93110506	2163	9	家常海鲜
93110531	184	236	Kabin
93110611	257	666	家点菜国润生鲜
93110616	10	2084	红旗大排档
93110631	10	2104	御品猪脚饭
93110691	257	667	三和兴盛肉店
93110701	184	236	康老吃
93110716	10	2109	小小小吃
93110746	257	665	天天鲜水果蔬菜
93110766	10	11	乡野大盆骨
93110786	201	2036	简阳羊肉汤锅（宏福巷）
93110796	10	2109	多士多多（文化路店）
93110811	10	11	全统永和大食堂
93110826	10	1950	鑫旺过桥米线
93110851	201	244	钱记火锅炒菜
93110861	10	183	豪巴适面馆
93110866	30	1913	和平龙虾排档
93110931	2163	9	港府海鲜城
93110951	255	258	宋大粮油
93110966	319	2121	福满楼
93111036	10	2109	umagoya
93111051	10	2109	洪濑鸡爪外卖
93111056	249	12	佳滋味（甜蜜满屋）
93111081	184	236	吧唧嘴
93111091	10	1976	莲姑娘热干面
93111111	2163	9	空白的店铺
93111151	201	244	缘生泰火锅
93111171	10	2018	牛肉粉丝汤
93111181	249	179	温馨蛋糕店
93111256	2166	35	川妹子饭店
93111266	10	11	汤子王
93111281	30	1998	炎亭新家烧
93111311	184	2124	Uokei Yokohama Jounus
93111331	184	236	诚记八刀汤
93111361	30	1911	香涛饭店
93111376	10	2109	双顺源小吃
93111396	10	2087	王记麻辣烫
93111416	201	244	囧囧老火锅
93111426	10	183	乐家面馆
93111431	10	2109	潘妹姑嫂小吃店
93111476	315	383	鲜记烤肉（总店）
93111496	184	2124	Comodo Da Luna Tres
93111546	184	2124	高木米穀店
93111561	10	2109	传统石磨坊
93111591	23	2042	朝まで屋中庄店
93111601	10	2109	苏尼特顺发羊杂
93111611	23	2042	北海ラーメン片町店
93111621	184	236	义顺德饭庄
93111626	249	179	ヴォワザン
93111651	2163	9	邹刚水产店
93111666	10	183	手搓香面王
93111676	249	12	四季艺术蛋糕鲜花连锁（大道店）
93111701	201	244	资兴滨州纺织印染有限公司印染分厂（东门）
93111751	184	2124	キャッツアイ
93111786	10	2082	天鸿饺子楼
93111801	184	236	鹏举彭薄饭庄
93111836	2164	120	双龙私房菜
93111871	10	1949	光头米粉
93111906	30	1911	如意饭店
93111956	184	2124	羊头杂碎馆
93111971	2163	9	剣持鮮魚店
93111976	2165	2113	果多滋
93111981	10	11	段瑾扬黄焖鸡米饭（弥渡店）
93112001	315	383	情义烧烤吧
93112031	10	1953	大城小味牛湯馆
93112046	23	2042	玉井寿し
93112061	175	2007	哈尔滨多味酥饼
93112071	2163	9	婷婷龙虾馆
93112086	309	1848	甜甜汉堡
93112111	201	244	韩国年糕火锅
93112146	10	11	乔乔花甲
93112176	184	2124	阳光鲜奶
93112186	10	11	惠和祥黄焖鸡米饭
93112236	10	2109	饕餮小吃店
93112246	10	11	黄焖鸡米饭
93112256	184	236	宋壹盘米汤鱼
93112271	10	1963	方圆沙茶面
93112291	184	2124	西山米店
93112321	10	2088	好福记酒家
93112341	10	2109	小川鲁总店
93112346	10	183	百姓面馆（庙石线）
93112356	23	2042	Taiheiraku
93112366	23	2042	焼鳥喜鳥
93112391	249	1901	品糖甜品
93112436	10	11	秘制大骨原汤粉面馆
93112476	2165	2113	举个栗子
93112516	315	2044	酒蒙子串吧
93112521	249	12	意尚名门
93112526	229	2003	巴蜀·情
93112531	10	1949	郑记潮客汤粉店
93112536	23	2042	Kushiyake!! Megane Juku
93112541	10	11	贤殊居宾馆·餐厅
93112546	10	183	红烧牛肉面（河南拉面）（广西北路店）
93112551	10	183	老戴面馆
93112561	10	11	肥子简餐
93112566	307	307	增一岁精微膳食社区店
93112591	23	2042	お好み焼き・秀
93112601	255	258	大生副食
93112611	184	2124	聚贤酒楼
93112661	184	2124	品鑫园
93112681	10	183	中明安徽正宗板面
93112701	10	183	喜洋洋手擀面
93112711	315	383	哥弟碳烤
93112726	10	11	喜客.状元餐厅
93112736	2165	13	爽悦冰淇淋
93112746	10	2109	延安特色小吃
93112761	298	298	大众饭店
93112771	10	2099	沙县小吃
93112781	184	2124	黄记烧味快餐
93112821	10	2109	龙门飞爪（迈皋桥店）
93112836	10	183	新疆清真客来顺饭店
93112851	257	665	维C果园
93112871	10	183	久九香牛肉面（安陆一店）
93112906	229	1999	富顺人家（大丰店）
93112921	10	183	段记臊子面
93112926	23	2042	なな
93112931	10	11	老城门快餐
93112941	10	1977	仙味居
93112971	202	8	湘西自助餐
93112996	309	26	黄金比萨饼（鞍山西道店）
93113021	184	2124	お食事処みの幸
93113031	257	666	兰珍原生态蔬菜直销店
93113041	228	228	KISS音乐餐厅
93113046	30	1911	启航饭店
93113056	10	2082	富华饺子馆
93113061	27	1994	金蒙山炒鸡店
93113066	23	2042	酒麺処柿や新産店
93113111	184	2124	Kusunoki Kappo
93113156	10	11	杏林快餐店
93113201	232	232	早香馒头台湾香酥大油条
93113206	184	2124	Bourbonya Ueno
93113211	184	2124	德盛堂大药房（广场店）
93113221	255	258	斎藤商事
93113276	10	11	穆萨炕肉美食
93113306	184	2124	包尔陶勒盖音呼都嘎
93113316	10	11	热狗帮
93113366	184	2124	叶萱坊
93113391	10	11	重庆市江津区中心医院食堂
93113441	255	258	吉如春熟食店
93113456	249	179	大川製菓店
93113461	10	2087	一品重庆麻辣涮串
93113466	184	2124	黎记鸡鸭店
93113471	249	12	口福艺术蛋糕
93113521	2165	2110	四叶草茶饮
93113526	10	11	昌盛快餐
93113536	2165	2110	宫廷贡茶（南门一坊店）
93113551	201	244	尚滋味老火锅
93113566	30	1998	东家鸡
93113601	10	183	醇香大碗面
93113616	315	220	小梁土菜烧烤
93113681	2165	2113	逸茶馆
93113696	257	665	永瑞果业
93113751	10	183	牛肉面馄饨王
93113756	10	2082	上卢爱丽馄饨店
93113766	249	179	财记饼店
93113796	202	210	大骨王自助火锅
93113856	2164	2045	家常菜
93113876	249	12	富宇康蛋糕（情侣路店）
93113881	10	1952	清真单县传统羊肉汤（总店）
93113921	201	244	有福气猪肚鸡（新和店）
93113926	184	2124	Unagitei
93113941	10	11	猛哥快餐
93113956	10	2109	叶记妈咪粽子
93113976	10	1947	兄弟俩土豆粉
93113986	229	2003	海得缘川菜馆
93114011	230	230	大众蒸菜馆
93114026	255	258	大梅江菜市场
93114041	27	1993	北京烤鸭（韩陵店）
93114051	10	183	吃吃瞧面馆
93114066	2165	1988	Clover Cafe
93114141	184	236	德惠源稍麦（青松店）
93114146	2163	9	小刘海鲜
93114161	10	2084	好记大排档
93114186	255	258	金鸡关禽蛋（华阳店）
93114201	201	1929	孔府宴大厨鱼台老鸡汤老店
93114216	175	2007	骨头烩菜面食馆
93114256	249	1901	菲尝芒香港式甜品
93114321	10	2082	吉祥饺子馆
93114366	10	11	憨哥猪手
93114391	257	665	中泰蔬果（金秋A区店）
93114401	249	179	繁盛本舗
93114411	2163	9	魚正
93114426	184	2124	港粤特色风味分店
93114471	10	2027	西安凉皮肉夹馍
93114486	257	665	依依水果行
93114501	202	210	重庆胖胖自助火锅（滨河路店）
93114531	10	2087	抚顺麻辣拌
93114536	201	244	叶记猪肚鸡
93114541	184	2124	Amiwa
93114556	10	11	【小秘密】外卖
93114581	30	1911	朝夕饭店
93114601	184	236	邻家晓食
93114636	2166	2122	云南二十六彩
93114661	10	11	客家牛肉饭店
93114666	10	2084	乐记餐馆
93114671	184	236	冠军烙锅店
93114681	257	665	小曹水果蔬菜肉超市
93114686	184	2124	铁板鲜鱿鱼
93114696	174	2058	阿甘融合川菜
93114711	249	12	Sevilla cake塞维利亚蛋糕（盛龙广场店）
93114726	2164	2046	竹园山庄
93114751	10	11	萍萍快餐厅
93114756	175	2007	吉香园饭馆
93114766	10	183	塘汇面馆
93114831	315	383	池记串吧
93114836	184	2124	Nha Trang Seafood Restaurant
93114896	10	1976	九头乌热干面
93114911	184	2124	Pinto
93114916	175	2005	蜀王砂锅
93114921	10	11	良记饭店
93114966	249	179	麦尔顿烘培坊
93114996	184	2124	泓聚隆酒楼
93115016	2165	2110	Hi juice
93115036	10	2109	武汉周黑鸭
93115041	10	1976	临颍首家厚道热干面
93115051	10	1949	口口鲜米粉
93115116	2164	2045	老熟人家常菜（开放路）
93115131	184	236	小刘庄农家院
93115146	10	1966	陕西汉中凉皮
93115161	10	2109	浪花贪吃小巷
93115181	255	258	兰溪市下陈农贸市场
93115186	235	235	十里香回民纯羊肉拌面
93115211	184	2124	Sutorasuburu
93115216	24	24	老王韩国泡菜
93115236	23	2042	Nihonkai
93115256	2165	13	冰冰棒棒冷饮店（浔安分店）
93115271	184	2124	聚福楼
93115291	229	2003	川湘园
93115301	184	2124	Yakinikudaimon
93115316	10	2109	小黑鸭
93115326	10	11	银沛人间百味
93115336	10	11	米老头台式简餐
93115346	249	256	酥心坊（清镇店）
93115356	257	665	鸿鹤平价水果超市
93115396	184	2124	おとづれ
93115451	255	258	桦川县新感觉食品批发商店
93115456	257	666	华峰肉店
93115461	10	2109	特色笼仔饭
93115466	184	2124	Sankai Charcoal Grill Hanatsubaki
93115491	255	258	クロレラ食品ハック関東営業所
93115506	201	241	雅府正红木桶鱼（腾冲店）
